"hgnc_symbol","chromosome_name","start_position","end_position"
"HSFY1","Y",18546691,18588963
"TGIF2LY","Y",3579067,3580041
"CDY2A","Y",18025787,18027746
"ZNF736P3Y","Y",23049247,23051195
"TRIM60P9Y","Y",23058030,23059186
"RN7SKP282","Y",7324297,7324595
"","Y",7341531,7341642
"RNU6-941P","Y",7378672,7378779
"RNU6-521P","Y",7423054,7423158
"SRIP3","Y",6718962,6719180
"","Y",6789153,6789344
"GOT2P5","Y",6837707,6838252
"ATP5PFP1","Y",6900753,6901372
"","Y",6918682,6920791
"TRIM60P10Y","Y",24659337,24660406
"ZNF736P2Y","Y",24683657,24684935
"TRIM60P11Y","Y",24691791,24692932
"","Y",24977176,24978317
"ZNF736P1Y","Y",24985201,24986476
"","Y",25009700,25010769
"ZNF736P5Y","Y",25018499,25019303
"BPY2C","Y",25030901,25062548
"TTTY4C","Y",25063083,25099892
"DAZ4","Y",24833843,24907040
"ITGA9","HG2069_PATCH",21954,396164
"RPL21P135","HG2069_PATCH",320767,321557
"NDUFAF4P3","HG2069_PATCH",362578,363102
"RNU7-73P","HG2069_PATCH",142990,143052
"","HG2069_PATCH",390065,390874
"","HG2069_PATCH",435092,436554
"ITGA9-AS1","HG2069_PATCH",263494,434459
"CDY2B","Y",17878260,17880220
"RNU6-1334P","Y",2784749,2784853
"SRY","Y",2786855,2787682
"TOMM22P2","Y",2827982,2828218
"","Y",2828192,2840851
"RPS4Y1","Y",2841602,2932000
"NAP1L1P2","Y",2929001,2931120
"","Y",2934406,2934771
"EEF1A1P41","Y",2995067,2995273
"PSMA6P1","Y",13286638,13287378
"SFPQP1","Y",13083790,13095805
"DPPA2P1","Y",13230884,13231439
"CASKP1","Y",12930165,12948182
"TMSB4Y","Y",13703899,13706024
"VCY","Y",13985772,13986473
"DAZ3","Y",24763069,24813492
"DAZ1","Y",23129355,23199010
"","Y",23423099,23423236
"","Y",23435905,23436006
"","Y",23549809,23551385
"AMELY","Y",6865918,6911752
"TBL1Y","Y",6910686,7101970
"DAZ2","Y",23219447,23291356
"C1R","HG1398_PATCH",8669,20226
"AGKP1","Y",14639096,14640358
"NLGN4Y-AS1","Y",14793642,14804033
"CDY22P","Y",25813013,25814566
"ELOCP17","Y",25860943,25861268
"OFD1P18Y","Y",25871931,25898653
"TRAPPC2P4","Y",25904518,25907250
"RAB9AP3","Y",25918323,25918895
"USP9YP20","Y",25923388,25929826
"RNU1-40P","Y",25928979,25929142
"USP9YP21","Y",25933833,25935881
"XKRYP6","Y",25943268,25954152
"ELOCP11","Y",25991241,25991572
"CDY23P","Y",25994684,25995697
"USP9YP26","Y",26002254,26008856
"HSFY8P","Y",26011435,26012237
"","Y",26234610,26234711
"","Y",26244351,26244573
"","Y",26247384,26247521
"RNU6-1314P","Y",26360989,26361092
"CYCSP48","Y",26400611,26401230
"VCY1B","Y",14056227,14056958
"IBTK","HG2072_PATCH",29598,107366
"PNPLA4P1","Y",14081075,14086600
"C1RL","HG1398_PATCH",17273,36924
"","Y",14101588,14101723
"TBL1YP1","Y",20727254,20742900
"RPS4Y2","Y",20756108,20781032
"HSFY4P","Y",20808776,20811809
"","Y",20843256,20843710
"GAPDHP17","Y",20861337,20862337
"TMEM167AP1","Y",20907344,20907562
"","Y",21038289,21044724
"TOMM22P1","Y",21130870,21131181
"NEFLP1","Y",21221106,21222089
"","Y",21311268,21318895
"PRORY","Y",21382954,21386360
"","Y",21405770,21405995
"TSPY14P","Y",21468158,21470683
"RBMY1HP","Y",21493519,21501968
"","Y",21508299,21510470
"","Y",21531839,21534011
"TTTY13","Y",21565092,21605081
"ELOCP5","Y",21631683,21632015
"CDY10P","Y",21637475,21639041
"USP9YP3","Y",21661926,21674008
"USP9YP8","Y",21677246,21681118
"CDY11P","Y",21696570,21698220
"HSFY6P","Y",23657839,23659058
"USP9YP18","Y",23659466,23667822
"CDY14P","Y",23674379,23675392
"ELOCP16","Y",23678504,23678835
"XKRYP3","Y",23715922,23726808
"USP9YP25","Y",23734193,23736249
"USP9YP29","Y",23740258,23746693
"RNU1-97P","Y",23740942,23741105
"RAB9AP1","Y",23751188,23751760
"TRAPPC2P9","Y",23762838,23765583
"OFD1P11Y","Y",23771232,23798150
"RNU2-57P","Y",5019076,5019266
"VDAC1P6","Y",5207215,5208069
"EIF4A1P2","Y",5337745,5338964
"KRT18P10","Y",5573145,5574431
"SNX3P1Y","Y",5634480,5634655
"C1RL-AS1","HG1398_PATCH",35738,50187
"RPL26P37","Y",5793300,5793737
"PCDH11Y","Y",5000226,5742224
"RBP5","HG1398_PATCH",43422,56575
"ELOCP9","Y",23808821,23809059
"CDY15P","Y",23855522,23857091
"XKRYP4","Y",23917241,23917723
"USP9YP13","Y",23919905,23921510
"USP9YP11","Y",23934953,23940101
"RNU6-485P","HG1398_PATCH",46471,46577
"TTTY3B","Y",23936727,23941622
"","HG1398_PATCH",56765,58884
"USP9YP12","Y",23945927,23952293
"RNU1-86P","Y",23946618,23946771
"RAB9AP5","Y",23956569,23960218
"CLSTN3","HG1398_PATCH",57384,86631
"TRAPPC2P10","Y",23967564,23970694
"OFD1P12Y","Y",23972780,23995081
"ELOCP10","Y",24006911,24007237
"CDY1B","Y",24045229,24048019
"CDY17P","Y",24049878,24051487
"USP9YP35","Y",24077799,24079812
"USP9YP31","Y",24081704,24090346
"CDY18P","Y",24104107,24106018
"","Y",24182477,24183071
"RN7SL818P","Y",24210958,24211216
"UBE2Q2P4Y","Y",24232826,24238984
"LINC00265-2P","Y",24276245,24277026
"CICP2","Y",24278337,24281140
"","Y",24362335,24362409
"RBMY2XP","Y",24396604,24403526
"TTTY17B","Y",24485332,24486463
"TRIM60P5Y","Y",24494709,24495583
"ZNF736P12Y","Y",24500263,24501505
"TTTY4B","Y",24570202,24607025
"BPY2B","Y",24607560,24639207
"","Y",24650808,24651534
"ZNF736P4Y","Y",25168599,25169841
"","Y",25174520,25175237
"RBMY2YP","Y",25266584,25273531
"","Y",25307729,25307803
"CICP1","Y",25388992,25391811
"LINC00265-3P","Y",25393154,25394056
"UBE2Q2P5Y","Y",25431156,25437315
"GOLGA2P3Y","Y",25454561,25460572
"RN7SL725P","Y",25458926,25459184
"","Y",25487284,25487662
"CDY19P","Y",25564122,25566033
"USP9YP36","Y",25579790,25588444
"USP9YP33","Y",25590323,25592345
"CDY20P","Y",25618644,25620253
"ELOCP34","Y",25662900,25663226
"OFD1P13Y","Y",25675060,25697346
"TRAPPC2P5","Y",25699451,25702562
"RAB9AP2","Y",25709908,25713557
"USP9YP30","Y",25723016,25724186
"RNU1-107P","Y",25723342,25723495
"TTTY3","Y",25728490,25733388
"USP9YP9","Y",25730011,25735160
"USP9YP19","Y",25748596,25750206
"XKRYP5","Y",25752388,25752870
"CYCSP49","Y",26549425,26549743
"SLC25A15P1","Y",26586642,26591601
"PARP4P1","Y",26594851,26634652
"CCNQP2","Y",26626520,26627159
"CDY1","Y",25622117,25624902
"RBMY1B","Y",21511338,21525786
"","HG1398_PATCH",74168,75503
"","HG1398_PATCH",94360,116755
"RBMY1A1","Y",21534879,21549326
"PEX5","HG1398_PATCH",116371,146260
"RFTN1P1","Y",7712985,7776707
"","Y",8906224,8916073
"","Y",8909948,8914155
"TTTY11","Y",8789000,8789302
"ARSLP1","Y",12339813,12347487
"OFD1P6Y","Y",18674033,18738089
"XKRY","Y",17769116,17777400
"XKRYP7","Y",18128610,18136886
"","Y",18389297,18391510
"","Y",2752296,2774739
"HSFY3P","Y",2881683,2883652
"","Y",2883110,2890551
"TAB3P1","Y",13153931,13162214
"","Y",13159273,13161549
"ANOS2P","Y",13751656,13915824
"RBMY2EP","Y",21394991,21401585
"GOLGA2P2Y","Y",24209567,24215581
"GOLGA2P2Y","Y",24209967,24214831
"","Y",11153858,11159013
"TXLNGY","Y",19567382,19604120
"GYG2P1","Y",12406796,12420322
"CDY3P","Y",9166085,9167702
"USP9YP22","Y",9183694,9185803
"USP9YP4","Y",9189629,9204611
"ELOCP4","Y",9230915,9231247
"","Y",9325799,9326047
"TTTY20","Y",9329880,9334832
"TSPY4","Y",9337464,9340284
"RNU6-130P","HG2072_PATCH",69950,70052
"","HG2072_PATCH",133811,134789
"","HG2072_PATCH",223676,233472
"FAM197Y7","Y",9367803,9375681
"TPBG","HG2072_PATCH",233021,240643
"","Y",9375129,9377121
"FAM197Y6","Y",9388122,9396027
"","Y",9395475,9397467
"TSPY8","Y",9357797,9360599
"TSPY3","Y",9398421,9401223
"RBMY2CP","Y",23537308,23546942
"RBMY2DP","Y",26123674,26133308
"ZNF736P9Y","Y",8068896,8070723
"FAM197Y8","Y",9354846,9356814
"PRKY","Y",7274313,7371868
"XKRYP7","Y",18135449,18137029
"BCORP1","Y",19456585,19484884
"FAM197Y8","Y",9347511,9355401
"FAM197Y5","Y",9458613,9464357
"FAM197Y5","Y",9464012,9466003
"TSPY1","Y",9466955,9469749
"FAM197Y4","Y",9479053,9484654
"FAM197Y4","Y",9484321,9486313
"TSPY9","Y",9487267,9490081
"FAM197Y3","Y",9497287,9505159
"FAM197Y3","Y",9504608,9506596
"","Y",9517599,9525487
"FAM197Y2","Y",9524935,9526926
"TSPY10","Y",9527880,9530682
"RPL30P4","HG2077_PATCH",877,1209
"CNOT10-AS1","HG2077_PATCH",98861,105680
"SUGT1P2","HG2077_PATCH",121136,122127
"RPL23AP43","HG2077_PATCH",153872,154342
"TRIM71","HG2077_PATCH",186223,266050
"CNOT10","HG2077_PATCH",53371,142101
"FAM197Y1","Y",9544917,9547147
"TSPY25P","Y",9624183,9626352
"TSPY16P","Y",9640249,9640716
"","Y",9665229,9669010
"TTTY22","Y",9784372,9833895
"","Y",9813315,9817513
"","Y",9868462,9868702
"TSPY18P","Y",9869664,9870781
"RBMY2OP","Y",9951553,9959423
"RBMY2QP","Y",10022489,10034187
"TSPY20P","Y",10036195,10038375
"","Y",10066554,10067386
"TSPY5P","Y",10066587,10069151
"","Y",10070131,10070409
"RNA5SP518","Y",10090410,10090528
"RNA5SP519","Y",10092875,10092993
"DUX4L31","Y",10171590,10172725
"PCMTD1P1","Y",10173853,10174207
"CDC27P2","Y",10190377,10192298
"","Y",10197256,10199103
"RNA5-8SP6","Y",10200155,10200306
"DLGAP5P1","Y",6158802,6159265
"TTTY23B","Y",6243295,6245283
"TSPY2","Y",6246223,6249019
"FAM197Y9","Y",6256267,6263953
"FAM197Y9","Y",6263602,6265595
"","Y",6273579,6274065
"TSPY19P","Y",6303957,6305074
"","Y",6306042,6308202
"LINC00280","Y",6357219,6369921
"","Y",6492976,6496757
"TSPY17P","Y",6520463,6520929
"","Y",21394637,21451928
"","Y",21394708,21404771
"","Y",25214167,25219257
"","Y",26493592,26497550
"","Y",8068445,8126334
"","Y",7434488,7520540
"TTTY23","Y",9908321,9913142
"FAM224B","Y",17552085,17579960
"","HG1398_PATCH",165118,168672
"","Y",15690368,15698289
"TTTY2B","Y",6406059,6462091
"TTTY1B","Y",6390390,6411564
"TTTY7","Y",6440866,6457906
"TTTY8B","Y",6462388,6473691
"","Y",12088010,12431745
"","Y",12327642,12347682
"NAA50P1","HG142_HG150_NOVEL_TEST",15874,16374
"OR8J2","HG142_HG150_NOVEL_TEST",21622,22569
"OR5T2","HG142_HG150_NOVEL_TEST",42855,43934
"","Y",6241264,6246091
"OR5T3","HG142_HG150_NOVEL_TEST",62949,63971
"OR5T1","HG142_HG150_NOVEL_TEST",86388,87368
"OR8H1","HG142_HG150_NOVEL_TEST",100802,101839
"","Y",21135249,21137853
"","Y",13565953,13626296
"","Y",4036335,4100619
"OR8I1P","HG142_HG150_NOVEL_TEST",107290,108220
"OR8K3","HG142_HG150_NOVEL_TEST",129056,129994
"TTTY10","Y",20464916,20575519
"FAM8A2P","HG142_HG150_NOVEL_TEST",142096,143237
"OR8K2P","HG142_HG150_NOVEL_TEST",145891,146817
"OR8K1","HG142_HG150_NOVEL_TEST",156788,157747
"RPL5P29","HG142_HG150_NOVEL_TEST",168077,168970
"OR8J1","HG142_HG150_NOVEL_TEST",170964,172037
"OR8U8","HG142_HG150_NOVEL_TEST",186374,187333
"OR8U9","HG142_HG150_NOVEL_TEST",193979,194908
"OR8L1P","HG142_HG150_NOVEL_TEST",199990,200944
"TTTY16","Y",7694707,7810305
"TTTY12","Y",7803996,7814684
"","Y",7787335,7791026
"TTTY2","Y",9717162,9758661
"TTTY7B","Y",9706824,9723864
"ZFY-AS1","Y",2966829,3002818
"","Y",9292243,9311512
"","Y",19744756,19759978
"","Y",8142181,8151656
"","Y",13703902,13916244
"","Y",16057915,16124806
"","Y",2814331,2825478
"","Y",19868842,19884157
"TTTY17C","Y",25182267,25213853
"SEPTIN14P23","Y",25377557,25394719
"","Y",8915271,8922703
"","Y",9954532,10035331
"","HG1485_PATCH",7682,21171
"","HG1485_PATCH",16980,17085
"ABCD1P4","HG1485_PATCH",359700,362893
"","HG1485_PATCH",377336,377423
"","Y",19567313,19606274
"PABPC1P9","HG1485_PATCH",395949,398037
"SLC9B1P4","HG1485_PATCH",400953,448876
"ACTR3BP6","HG1485_PATCH",458991,460328
"","Y",8395041,8407400
"","Y",6374645,6381134
"","Y",4993372,5000218
"FAM41AY2","Y",18388843,18405046
"","Y",11116286,11215207
"LINC00278","Y",3002887,3200509
"","Y",14925697,14926849
"TTTY1","Y",9753156,9774329
"","Y",3776201,3864897
"TTTY11","Y",8783310,8817463
"","Y",21825260,21846721
"","Y",56881849,56882115
"","Y",23539098,23548944
"","Y",23555159,23560612
"","Y",21138633,21257832
"","Y",24312570,24321645
"","Y",25264244,25348847
"","Y",12661309,12663540
"","Y",24450851,24455941
"","Y",16599730,16644539
"","Y",16186139,16191298
"","Y",19455431,19567280
"H3-4","HG2002_PATCH",16044,16524
"RPL23AP15","HG2002_PATCH",40362,40820
"","Y",20725331,20734526
"H2AC25","HG2002_PATCH",48178,49072
"LINC00279","Y",8550494,8713825
"H2BC26","HG2002_PATCH",49306,51669
"MIR4666A","HG2002_PATCH",53273,53351
"H2BC27P","HG2002_PATCH",55302,55825
"","HG2002_PATCH",77387,78319
"RNF187","HG2002_PATCH",78581,87387
"RNA5S1","HG2002_PATCH",149485,149603
"TTTY18","Y",8682594,8710911
"RNA5S2","HG2002_PATCH",151724,151842
"RNA5S3","HG2002_PATCH",212165,212283
"RNA5S16","HG2002_PATCH",221127,221245
"RNA5S17","HG2002_PATCH",223369,223487
"RNA5SP18","HG2002_PATCH",225239,225359
"DUSP5P1","HG2002_PATCH",227568,228706
"","HG2002_PATCH",229763,229887
"FTH1P2","HG2002_PATCH",264417,264828
"RHOU","HG2002_PATCH",312483,323668
"","Y",8667413,8679198
"BTNL10P","HG2002_PATCH",101624,103504
"","HG2002_PATCH",101735,103449
"","Y",8721764,8739248
"TTTY8","Y",9691039,9701695
"","Y",19076134,19087061
"","Y",7273972,7381548
"STSP1","Y",15547216,15593331
"","Y",15456007,15569149
"RBMY2JP","Y",8127130,8144203
"","Y",8128439,8143714
"XGY1","Y",12440046,12507369
"","Y",12478793,12507716
"RBMY2WP","Y",22762851,22769787
"","Y",22693947,22772143
"USP9YP28","Y",18833002,18839313
"TTTY14","Y",18772706,19077555
"","Y",17705968,17708185
"OFD1P1Y","Y",17809807,17825329
"USP9YP14","Y",18481087,18487400
"RNASEH2CP1","Y",2789827,2790328
"XGY2","Y",2752083,2854641
"PPP1R12BP2","Y",23379484,23392697
"REREP1Y","Y",23462465,23472280
"","Y",23364723,23614869
"","Y",23523321,23525369
"GPR143YP","Y",7100733,7106502
"","Y",7100069,7177816
"OFD1P15Y","Y",26055779,26088493
"REREP2Y","Y",26198331,26208148
"PPP1R12BP1","Y",26277923,26354418
"","Y",26047681,26329695
"ANKRD36P1","Y",26409815,26420535
"","Y",26409158,26508246
"","Y",26453982,26454092
"OFD1P2Y","Y",18080681,18096202
"OFD1P5Y","Y",18582063,18629077
"RBMY2TP","Y",21430697,21437245
"","Y",21424028,21456216
"","HG2087_PATCH",2157,17417
"OFD1P10Y","Y",23581595,23614640
"","Y",24142358,24157843
"","Y",24137380,24153364
"ELP5","HG2087_PATCH",6744,15268
"GOLGA6L11P","Y",24168187,24174494
"","Y",24171632,24176433
"DNM1P24","Y",24179316,24183505
"CSPG4P2Y","Y",24183434,24187231
"CSPG4P3Y","Y",24186509,24191870
"","Y",24196518,24206132
"","Y",24189494,24206040
"SEPTIN14P22","Y",24283062,24283230
"","Y",24275423,24292590
"","Y",25464006,25473621
"","Y",25464098,25473680
"CSPG4P4Y","Y",25478269,25483630
"CSPG4P1Y","Y",25482908,25486705
"DNM1P48","Y",25486640,25487322
"GOLGA6L16P","Y",25495651,25501958
"","Y",25492930,25498513
"","Y",25512301,25527786
"","Y",25517363,25532760
"TPTE2P4","Y",26508213,26579690
"RBMY1A3P","Y",9311130,9322869
"","Y",9308617,9324883
"TSPY7P","Y",9378122,9380871
"","Y",9378079,9380883
"TSPY6P","Y",9507596,9510175
"","Y",9507590,9510375
"TSPY15P","Y",9548108,9550681
"","Y",9548113,9550880
"RBMY3AP","Y",9610571,9621276
"","Y",9609956,9632346
"CLDN7","HG2087_PATCH",15231,19311
"RBMY2NP","Y",9831418,9846696
"","Y",9831078,9858547
"TSPY13P","Y",9905595,9908139
"","Y",9898786,9908137
"TSPY11P","Y",6266593,6269275
"","Y",6266602,6275213
"RBMY2GP","Y",6328052,6343323
"","Y",6316197,6342600
"","Y",21871331,21873550
"RBMY1D","Y",21880076,21894526
"","HG2087_PATCH",21383,21494
"SLC2A4","HG2087_PATCH",37046,43585
"LEUTX","HG2021_PATCH",36471,46043
"","HG2021_PATCH",72848,73431
"","Y",21895394,21897559
"RBMY1E","Y",21903618,21918042
"DYRK1B","HG2021_PATCH",85226,94077
"","HG2087_PATCH",38275,39399
"YBX2","HG2087_PATCH",43591,49967
"","Y",21918935,21921106
"RBMY2AP","Y",21927521,21937150
"","Y",21929308,21939152
"","Y",21940012,21941593
"OFD1P8Y","Y",21972313,22005349
"","Y",22001136,22049478
"HSFY5P","Y",22048554,22049347
"USP9YP17","Y",22049755,22058113
"CDY12P","Y",22064698,22065712
"ELOCP15","Y",22068820,22069151
"","Y",22071756,22147484
"EIF5A","HG2087_PATCH",65364,70828
"TTTY6B","Y",22131944,22146831
"RBMY1F","Y",22168542,22182982
"MIR6719","HG2021_PATCH",89592,89678
"FBL","HG2021_PATCH",94334,106255
"TSPY23P","Y",22183850,22186021
"RBMY2UP","Y",22198429,22203712
"RBMY1KP","Y",22209331,22216580
"TTTY5","Y",22296798,22298876
"TSPY22P","Y",22305925,22307951
"","Y",22308829,22316205
"RBMY2FP","Y",22310864,22321825
"TTTY25P","Y",22330452,22332500
"TSPY21P","Y",22400403,22402568
"RBMY1J","Y",22403410,22417881
"PRR13P5","HG2021_PATCH",218382,218823
"PSMC4","HG2021_PATCH",246308,256907
"GPS2","HG2087_PATCH",69689,73929
"","Y",22438924,22514637
"ZNF546","HG2021_PATCH",259277,296181
"TTTY6","Y",22439593,22454472
"ELOCP8","Y",22517242,22517573
"CDY13P","Y",22520681,22521695
"USP9YP24","Y",22528281,22536639
"","Y",22536919,22585259
"HSFY7P","Y",22537047,22537849
"OFD1P9Y","Y",22580989,22614081
"","Y",22646031,22646327
"","Y",22647239,22655722
"RBMY2BP","Y",22649245,22658878
"","Y",22670616,22672859
"","Y",17703061,17729756
"XKRY","Y",17768980,17770560
"","Y",17818435,17825327
"","Y",18056765,18088129
"","HG2021_PATCH",298527,300645
"ZNF780B","HG2021_PATCH",303403,331374
"","Y",18176256,18202953
"FAM224A","Y",18326047,18353210
"","HG2021_PATCH",323900,366068
"ZNF780A","HG2021_PATCH",344295,366081
"","HG2087_PATCH",71026,77539
"","Y",23637623,23640789
"","Y",26110004,26115458
"","Y",26121658,26135789
"NEURL4","HG2087_PATCH",73993,87758
"TTTY9B","Y",18581206,18598111
"","Y",18596306,18629093
"","Y",18673611,18678833
"","Y",18691312,18724127
"TTTY9A","Y",18729882,18739197
"","Y",18480247,18484237
"","Y",18491740,18547698
"NLGN4Y","Y",14522573,14845654
"","HG2021_PATCH",365897,369549
"FCGBP","HG2021_PATCH",123199,209777
"","HG1_PATCH",776,30736
"","HG2022_PATCH",109155,109314
"","HG2022_PATCH",126609,266435
"BRD7P1","HG1_PATCH",50215,52129
"","HG1_PATCH",68641,69977
"RN7SKP205","HG1_PATCH",92909,93215
"","HG1_PATCH",118260,128375
"","HG1_PATCH",176917,183407
"LINC00596","HG1_PATCH",223226,235547
"DHRS4-AS1","HG1_PATCH",239198,353533
"DDX3Y","Y",12904108,12920478
"DHRS4L1","HG1_PATCH",271037,328760
"","HG1_PATCH",337431,352006
"DHRS4L1","HG1_PATCH",337479,351946
"CARMIL3","HG1_PATCH",352987,370707
"","HG2087_PATCH",88817,93778
"ACAP1","HG2087_PATCH",94894,109842
"CPNE6","HG1_PATCH",371815,379078
"KCTD11","HG2087_PATCH",110254,113309
"FRG2","HG2023_PATCH",116955,119843
"","HG2087_PATCH",111052,113309
"FRG1","HG2023_PATCH",33800,56132
"TMEM95","HG2087_PATCH",113488,115584
"MLLT10P2","HG2023_PATCH",66529,66777
"","HG2023_PATCH",72832,75309
"TUBB7P","HG2023_PATCH",75453,77801
"RNA5SP174","HG2023_PATCH",107730,107847
"RNA5SP175","HG2023_PATCH",110290,110408
"DUX4L9","HG2023_PATCH",114008,115266
"RARRES2P4","HG2023_PATCH",130673,131156
"","HG2023_PATCH",163856,165127
"","HG2023_PATCH",167162,168433
"","HG2023_PATCH",170468,171739
"","HG2023_PATCH",173774,175045
"","HG2023_PATCH",177080,178351
"","HG2023_PATCH",180386,181657
"","HG2023_PATCH",183692,184963
"","HG2023_PATCH",186998,188269
"","HG2023_PATCH",190304,191575
"","HG2023_PATCH",193610,194881
"","HG2023_PATCH",196916,198187
"RPL23AP84","HG2023_PATCH",221606,222069
"","HG2023_PATCH",157835,158518
"DUX4L8","HG2023_PATCH",160550,161824
"DUX4","HG2023_PATCH",200222,211819
"USP9Y","Y",12537650,12860852
"NRL","HG1_PATCH",381085,415992
"PCK2","HG1_PATCH",395031,411576
"PIMREGP3","HG2121_PATCH",10054,10808
"","HG2121_PATCH",36674,36769
"RPL22P14","HG2121_PATCH",74232,74566
"","HG2121_PATCH",83844,85536
"GJA10","HG2121_PATCH",92157,119448
"","HG2121_PATCH",95971,96080
"CASP8AP2","HG2121_PATCH",25225,72124
"DCAF11","HG1_PATCH",415173,426220
"","HG2133_PATCH",43650,44010
"WDR82P1","HG2133_PATCH",44976,45914
"UTY","Y",13234577,13480673
"LINC01822","HG2140_PATCH",5679,28905
"","HG1_PATCH",421934,432807
"FITM1","HG1_PATCH",432253,433827
"PSME1","HG1_PATCH",437141,439945
"NXNL2","HG2158_PATCH",14578,64819
"","HG2158_PATCH",107608,132725
"EMC9","HG1_PATCH",439937,442569
"","HG2158_PATCH",221313,289985
"MIR4289","HG2158_PATCH",232109,232178
"","HG2158_PATCH",221333,289985
"","HG1_PATCH",440423,441422
"PSME2","HG1_PATCH",444340,448548
"","HG2176_PATCH",129500,130277
"KDM5D","Y",19703865,19744989
"MIR7703","HG1_PATCH",444467,444543
"RNF31","HG1_PATCH",447661,461638
"OBP2B","HG2030_PATCH",31223,35196
"LCN1P1","HG2030_PATCH",50851,54537
"","HG2030_PATCH",128564,128657
"LCN1P2","HG2030_PATCH",143888,144563
"SURF6","HG2030_PATCH",154870,162282
"","HG2030_PATCH",163822,163918
"MED22","HG2030_PATCH",164406,174225
"","HG1_PATCH",448526,467430
"RNA5SP383","HG1_PATCH",459581,459700
"IRF9","HG1_PATCH",462243,467543
"RPL21P81","HG2030_PATCH",165084,165559
"RPL7A","HG2030_PATCH",174312,177520
"REC8","HG1_PATCH",472831,481235
"SNORD24","HG2030_PATCH",175490,175564
"SNORD36B","HG2030_PATCH",176189,176262
"SNORD36A","HG2030_PATCH",176550,176622
"","HG2030_PATCH",176775,177487
"SNORD36C","HG2030_PATCH",176941,177006
"SURF1","HG2030_PATCH",177852,182770
"SURF2","HG2030_PATCH",182644,187252
"IPO4","HG1_PATCH",481197,489847
"SURF4","HG2030_PATCH",187544,202260
"STKLD1","HG2030_PATCH",202460,232190
"REXO4","HG2030_PATCH",232153,244190
"ZFY","Y",2935281,2982512
"ADAMTS13","HG2030_PATCH",240452,285496
"EIF1AY","Y",20575694,20593154
"","HG1_PATCH",481373,491394
"","HG1_PATCH",489892,494084
"TM9SF1","HG1_PATCH",490127,496665
"","HG1_PATCH",490135,514451
"","HG1_PATCH",499411,500068
"","HG1_PATCH",502590,503789
"TSSK4","HG1_PATCH",506674,509340
"RNU6-280P","HG2128_PATCH",13186,13289
"","HG2128_PATCH",97554,97662
"CHMP4A","HG1_PATCH",510561,514847
"","HG1_PATCH",510624,516965
"MDP1","HG1_PATCH",514921,517048
"NEDD8-MDP1","HG1_PATCH",514933,533330
"NEDD8","HG1_PATCH",517835,533345
"CACFD1","HG2030_PATCH",286059,296942
"GMPR2","HG1_PATCH",533400,540220
"SLC2A6","HG2030_PATCH",297188,305221
"ABO","HG2030_PATCH",76358,102118
"","HG2191_PATCH",26286,26806
"KAT6B","HG2191_PATCH",29603,237300
"TNK1","HG2046_PATCH",991,10231
"PLSCR3","HG2046_PATCH",10184,15299
"TINF2","HG1_PATCH",540621,543652
"TGM1","HG1_PATCH",550092,565410
"TMEM256-PLSCR3","HG2046_PATCH",10191,24554
"TMEM256","HG2046_PATCH",23432,24554
"ISLR","HG2198_PATCH",1135,4297
"NLGN2","HG2046_PATCH",25331,40317
"RABGGTA","HG1_PATCH",566516,572717
"STRA6","HG2198_PATCH",6891,39692
"","HG2046_PATCH",40560,64538
"SPEM1","HG2046_PATCH",40781,42089
"SPEM2","HG2046_PATCH",46073,48025
"SPEM3","HG2046_PATCH",49314,53277
"","HG2046_PATCH",49318,56735
"TMEM102","HG2046_PATCH",55892,58136
"","HG2046_PATCH",57014,57980
"FGF11","HG2046_PATCH",58730,65394
